review_text,label,date,app_version
"mau print aja harus nunggu ijin yg begitu lama, kalau ada cara susah ngapain di permudah ia kan?",0,2025-12-29 08:28:00,2.0.4
sangat baik,1,2025-12-29 06:22:21,2.0.4
appk bodoh,0,2025-12-28 19:04:33,2.0.4
bagus sekali,1,2025-12-28 13:30:49,
keren,1,2025-12-28 11:39:23,2.0.4
aplikasi apa ini??? konfimasi wajah aja susah betul..,0,2025-12-28 11:09:15,2.0.4
"kocak dah... bikin aplikasi, tapi verifikasi nua harus langsung depan pegawai kantor..",0,2025-12-28 10:24:47,
"aplikasi setengah hati... masih nyusahin, utk apa ke dukcapil lagi minta bar code. contoh tu aplikasi mypertamina, lsg dpt barcode tanpa hrs ke kantor pertamina.",0,2025-12-28 09:30:18,2.0.4
susah login,0,2025-12-27 22:02:10,2.0.4
sangat membantu,1,2025-12-27 17:06:55,2.0.1
bagus,1,2025-12-27 17:00:19,2.0.4
kenapa aplikasi IKD ini jadi tidak bisa di buka di hp saya padahal sebelumnya baik baik saja,0,2025-12-27 15:51:25,2.0.4
"identitas digital tapi daftarnya harus ke dukcapil, padahal data ektp udah di daftarin semu, tolonglah kami udah cukup kerja dengan cuti di persulit ini lagi harus ngurusin ginian, kenpa g di bikin online aja skalian",0,2025-12-27 14:07:50,2.0.4
aplikasine ra berguna,0,2025-12-27 12:53:25,2.0.4
aplikasi gagal,0,2025-12-27 10:36:55,2.0.4
"Kekuranganya QR yg mengharuskan kita tetap ke capil utk rekam,ktp digital hanya berlaku bagi yg berdomisi sekitaran dukcapil,APK yg di buat konoha kalah jauh kwaliasx dri.....",0,2025-12-27 09:42:39,1.2.2
lama gak di bukak malah ribet saat dibutuhkan.... payah,0,2025-12-27 08:49:59,2.0.1
jaringan bagus tapi kenapa tidak bisa membuka app nya,0,2025-12-27 08:28:14,
mantap,1,2025-12-27 08:14:34,2.0.4
aplikasinya bagus 👍,1,2025-12-27 07:06:37,2.0.4
Tidak ada solusi praktis untuk LUPA PASSWORD!!!,0,2025-12-27 05:53:32,2.0.4
aplikasi lemot,0,2025-12-26 21:58:22,
ok,1,2025-12-26 16:25:54,
aplikasi lemot. nunggu aktivasi sangat lama. sangat mengecewakan. sampai skrng blm ada email untuk aktivasi,0,2025-12-26 15:34:05,2.0.4
"Aplikasi negara sangat merepotkan, buat apa bikin aplikasi ini kalau ujung2 nya harus daftar offline depan petugas dan Dateng ke sana. Jujur aja ga efisien banget pak 🙏🏼",0,2025-12-26 15:21:09,
Bagus singkat mudqh di mengerti,1,2025-12-26 15:18:46,2.0.4
Mantep lancar luncur 👍👍👍👍👍,1,2025-12-26 14:29:05,2.0.4
sangat membantu di kehidupan saya,1,2025-12-26 14:28:31,2.0.4
"ini bukan layanan digital,..kalau daftar aja harus ke petugas atau ke kantor dukcapil,..bodoh sekali ini",0,2025-12-26 12:25:02,2.0.4
"sangat tidak rekomendasi pake ginian mendingan bentuk fisiknya langsung, bukannya praktis malah ribet,terus aplikasi kaya gini harusnya offline aja kalo mati lampu Wi-Fi mati malah ga bisa log in ga disemua tempat jaringan itu bagus, pikir pake otak",0,2025-12-26 10:12:29,
gagal terus kenapa,1,2025-12-26 09:55:13,2.0.1
"min ini gmana kalau membutuhkanmu Selfi dengan KTP .padahal KTP virtual . tidak ada fisiknya belum smua memakainya. waktu mau bikin subsidi Pertamina /shope pay lateer dll . kan kan pakai Selfi KTP . hayooo gmana inii .dan saya udah lama memperbaikii data di KK , tetapi data saya di NPWP kog blum berubah katanya sdah online/ virtual tapi kog tidak bisa langsung berubah itu gmnaaaaaaaaa min di cortex npwp . mohon penjelasan jangan bikin warga ribet dong . (( kog blum bisa singkrong langsung ????",0,2025-12-26 07:40:58,
sangat membantu,1,2025-12-26 07:10:42,2.0.4
"parahhh jelek banget Giilllaaa.!!! hidup di Indonesia apa"" di persulit. ini saja ingin tau Identitas penduduk tapi di buat Sulit dan proses harus ribet dan error pula susah masuk nya.",0,2025-12-25 22:33:14,2.0.4
"agak horor ama aplikasi ini, meminta akses ke foto dan video tanpa batas...gak ada jaminan data bakal aman.",0,2025-12-25 21:07:20,2.0.4
mantap berguna untuk dokumin,1,2025-12-25 20:33:39,2.0.1
"saran kalau bisa, bisa download file nya. karena sewaktu waktu masih perlu dokumen fisik",0,2025-12-25 19:45:02,2.0.4
Baik,1,2025-12-25 17:38:54,2.0.4
"cuman download, terus gak bisa ngapa""in ngabisin data orang aja",0,2025-12-25 16:59:33,2.0.4
ok,1,2025-12-25 16:30:44,2.0.4
sangat mudah,1,2025-12-25 15:27:19,
Bagus,1,2025-12-25 13:01:21,2.0.4
"aplikasi yang berguna dan manpa,at simpel dan praktis",1,2025-12-25 12:19:48,2.0.1
buyan yang buat App ini. lolo,0,2025-12-25 10:03:10,2.0.1
menu terkait cetak ulang akta kelahiran tidak ada,1,2025-12-25 08:51:15,2.0.4
swap poto ny lama. ga kelar kelar,0,2025-12-25 06:12:31,2.0.4
"apk anehh, udah terdaftar kok malah ga bisa masuk, aneh memang ,harus ngurus lagi ke pusat, berguna sikit dong bikin apk",0,2025-12-24 19:36:04,2.0.4
"tidak tau apa kegunaannya, setiap permintaan verifikasi KTP, selalu yang diminta hanya KTP fisik, apk ini sarat akan korupsi👎🏽",0,2025-12-24 19:04:43,2.0.4
"apk busuk!!! tiap buka harus login, lagian buat apasi harus di izinkan semua akses gambar dll padahal cuman buka identitas doang!!!",0,2025-12-24 18:25:12,
mantaps,1,2025-12-24 17:26:27,2.0.4
kenapa ya kalau situs pemerintah tetep harus ada alur offline nya. sekelas bank aja online semua bisa,0,2025-12-24 12:17:42,2.0.4
aplikasi paling buruk seindonesia,0,2025-12-24 12:14:12,
"tolong dong developernya digaji yg bener biar kerjanya jg bener, api emailnya masih blm dibayar kah? udah bolak balik daftar ke lurah ke kecamatan masa ga bisa mulu, ga ada otp masuk sama sekali.",0,2025-12-24 11:00:19,2.0.4
game nya burikk,0,2025-12-24 10:45:56,
baik,1,2025-12-24 10:42:09,
aplikasinya canggih tapi percuma foto tidak bisa di ganti data juga permanen serasa beda orang😂 tolong diperbaiki lagi umur dah tua foto masih bocil🙈,0,2025-12-24 10:19:35,2.0.4
Ribet banget mesti wajib akses semua file,0,2025-12-24 10:04:46,
Smg bisa ke Buka dgn hp jadul nihhh🤔,1,2025-12-24 09:30:00,2.0.1
josss mudah di gunakan,1,2025-12-24 09:04:37,2.0.4
"simple banget, apalagi disaat kondisi kita lg dimana- mana pas dibutuhkan.",1,2025-12-24 08:55:17,
"aplikasi super jelek, bagusan yang dulu, tidak bisa lihat KTP istri ataupun anak, cuma kepala keluarganya saja, padahal itu sangat penting, banyak bug sering loding dan keluar aplikasi sendiri.segera diperbaiki, sangat mengecewakan",0,2025-12-24 07:31:47,2.0.4
"setelah Update Aplikasi IKD, KK tidak bisa di Download. Menyusahkan. adanya aplikasi Seharusnya bisa lebih simple bukannya mempersulit",0,2025-12-24 06:56:02,
kenapa bikin Akte kok status di prosesnya lama banget?,0,2025-12-24 02:57:51,
Good Apls.,1,2025-12-24 00:16:23,2.0.4
"data saya sring tidak tersimpan dan harus login ulang, payah",0,2025-12-23 21:45:57,
hadeuh...ternyata rating jelek sesuai sama apk ini...google please hapus apk ini dari developer...,0,2025-12-23 21:28:11,2.0.4
lihat ktp elektronik,1,2025-12-23 17:40:37,2.0.4
"penipu,buat pinjol!!!!!",0,2025-12-23 17:31:55,
